date,total,month,week,quarter,is_weekend,total:10_days_rolling,total:30_days_rolling,total:50_days_rolling,is_closed,is_suspicious_zero,store_open,weekly_total_diff,day_of_week,month_name,week_of_year,is_holiday,days_to_next_holiday,lag_1,lag_7,lag_14
2025-05-06,266.0,5,19,2,0,510.9,404.53333333333336,421.2,False,False,1,41.0,Tuesday,May,19,0,20,276.0,225.0,480.0
2025-05-07,429.0,5,19,2,0,460.7,401.06666666666666,414.72,False,False,1,138.0,Wednesday,May,19,0,19,266.0,291.0,200.0
2025-05-08,1368.0,5,19,2,0,452.7,409.53333333333336,420.24,False,False,1,838.0,Thursday,May,19,0,18,429.0,530.0,505.0
2025-05-09,473.0,5,19,2,0,577.5,447.3,442.8,False,False,1,-287.0,Friday,May,19,0,17,1368.0,760.0,440.0
2025-05-10,1362.0,5,19,2,1,602.3,458.06666666666666,448.68,False,False,1,138.0,Saturday,May,19,0,16,473.0,1224.0,768.0
2025-05-11,502.0,5,19,2,1,709.4,496.46666666666664,463.36,False,False,1,96.0,Sunday,May,19,0,15,1362.0,406.0,509.0
2025-05-12,451.0,5,20,2,0,706.6,499.8666666666667,456.46,False,False,1,175.0,Monday,May,20,0,14,502.0,276.0,120.0
2025-05-13,549.0,5,20,2,0,675.7,501.3333333333333,444.78,False,False,1,283.0,Tuesday,May,20,0,13,451.0,266.0,225.0
2025-05-14,573.0,5,20,2,0,608.2,506.46666666666664,451.06,False,False,1,144.0,Wednesday,May,20,0,12,549.0,429.0,291.0
2025-05-15,375.0,5,20,2,0,624.9,516.0666666666667,454.2,False,False,1,-993.0,Thursday,May,20,0,11,573.0,1368.0,530.0
2025-05-16,644.0,5,20,2,0,634.8,507.06666666666666,457.78,False,False,1,171.0,Friday,May,20,0,10,375.0,473.0,760.0
2025-05-17,700.0,5,20,2,1,672.6,511.3666666666667,465.04,False,False,1,-662.0,Saturday,May,20,0,9,644.0,1362.0,1224.0
2025-05-18,642.0,5,20,2,1,699.7,524.2,475.82,False,False,1,140.0,Sunday,May,20,0,8,700.0,502.0,406.0
2025-05-19,810.0,5,21,2,0,627.1,532.6,475.86,False,False,1,359.0,Monday,May,21,0,7,642.0,451.0,276.0
2025-05-20,440.0,5,21,2,0,660.8,545.9333333333333,474.26,False,False,1,-109.0,Tuesday,May,21,0,6,810.0,549.0,266.0
2025-05-21,225.0,5,21,2,0,568.6,553.9333333333333,476.26,False,False,1,-348.0,Wednesday,May,21,0,5,440.0,573.0,429.0
2025-05-22,320.0,5,21,2,0,540.9,551.4333333333333,474.64,False,False,1,-55.0,Thursday,May,21,0,4,225.0,375.0,1368.0
2025-05-23,715.0,5,21,2,0,527.8,546.1,478.7,False,False,1,71.0,Friday,May,21,0,3,320.0,644.0,473.0
2025-05-24,784.0,5,21,2,1,544.4,563.2666666666667,484.9,False,False,1,84.0,Saturday,May,21,0,2,715.0,700.0,1362.0
2025-05-25,468.0,5,21,2,1,565.5,572.5666666666667,487.58,False,False,1,-174.0,Sunday,May,21,0,1,784.0,642.0,502.0
2025-05-26,1094.0,5,22,2,0,574.8,573.5,484.64,False,False,1,284.0,Monday,May,22,1,0,468.0,810.0,451.0
2025-05-27,223.0,5,22,2,0,619.8,584.3666666666667,499.12,False,False,1,-217.0,Tuesday,May,22,0,23,1094.0,440.0,549.0
2025-05-28,342.0,5,22,2,0,572.1,574.8333333333334,500.08,False,False,1,117.0,Wednesday,May,22,0,22,223.0,225.0,573.0
2025-05-29,119.0,5,22,2,0,542.1,582.2333333333333,502.22,False,False,1,-201.0,Thursday,May,22,0,21,342.0,320.0,375.0
2025-05-30,439.0,5,22,2,0,473.0,578.7,501.6,False,False,1,-276.0,Friday,May,22,0,20,119.0,715.0,644.0
2025-05-31,523.0,5,22,2,1,472.9,583.6333333333333,506.18,False,False,1,-261.0,Saturday,May,22,0,19,439.0,784.0,700.0
2025-06-01,423.0,6,22,2,1,502.7,583.4,508.64,False,False,1,-45.0,Sunday,June,22,0,18,523.0,468.0,642.0
2025-06-02,545.0,6,23,2,0,513.0,572.1666666666666,508.96,False,False,1,-549.0,Monday,June,23,0,17,423.0,1094.0,810.0
2025-06-03,409.0,6,23,2,0,496.0,549.5333333333333,511.96,False,False,1,186.0,Tuesday,June,23,0,16,545.0,223.0,440.0
2025-06-04,243.0,6,23,2,0,458.5,549.6333333333333,514.44,False,False,1,-99.0,Wednesday,June,23,0,15,409.0,342.0,225.0
2025-06-05,303.0,6,23,2,0,436.0,548.5333333333333,506.4,False,False,1,184.0,Thursday,June,23,0,14,243.0,119.0,320.0
2025-06-06,406.0,6,23,2,0,356.9,549.7666666666667,502.16,False,False,1,-33.0,Friday,June,23,0,13,303.0,439.0,715.0
2025-06-07,552.0,6,23,2,1,375.2,549.0,503.98,False,False,1,29.0,Saturday,June,23,0,12,406.0,523.0,784.0
2025-06-08,513.0,6,23,2,1,396.2,521.8,507.22,False,False,1,90.0,Sunday,June,23,0,11,552.0,423.0,468.0
2025-06-09,224.0,6,24,2,0,435.6,523.1333333333333,509.28,False,False,1,-321.0,Monday,June,24,0,10,513.0,545.0,1094.0
2025-06-10,512.0,6,24,2,0,414.1,485.2,509.76,False,False,1,103.0,Tuesday,June,24,0,9,224.0,409.0,223.0
2025-06-11,454.0,6,24,2,0,413.0,485.53333333333336,514.0,False,False,1,211.0,Wednesday,June,24,0,8,512.0,243.0,342.0
2025-06-12,863.0,6,24,2,0,416.1,485.6333333333333,513.48,False,False,1,560.0,Thursday,June,24,0,7,454.0,303.0,119.0
2025-06-13,636.0,6,24,2,0,447.9,496.1,526.74,False,False,1,230.0,Friday,June,24,0,6,863.0,406.0,439.0
2025-06-14,1593.0,6,24,2,1,470.6,498.2,529.36,False,False,1,1041.0,Saturday,June,24,0,5,636.0,552.0,523.0
2025-06-15,860.0,6,24,2,1,605.6,538.8,552.42,False,False,1,347.0,Sunday,June,24,0,4,1593.0,513.0,423.0
2025-06-16,585.0,6,25,2,0,661.3,546.0,554.26,False,False,1,361.0,Monday,June,25,0,3,860.0,224.0,545.0
2025-06-17,414.0,6,25,2,0,679.2,542.1666666666666,555.78,False,False,1,-98.0,Tuesday,June,25,0,2,585.0,512.0,409.0
2025-06-18,313.0,6,25,2,0,665.4,534.5666666666667,561.66,False,False,1,-141.0,Wednesday,June,25,0,1,414.0,454.0,243.0
2025-06-19,233.0,6,25,2,0,645.4,518.0,563.42,False,False,1,-630.0,Thursday,June,25,1,0,313.0,863.0,303.0
2025-06-20,530.0,6,25,2,0,646.3,511.1,562.26,False,False,1,-106.0,Friday,June,25,0,14,233.0,636.0,406.0
2025-06-21,851.0,6,25,2,1,648.1,521.2666666666667,562.26,False,False,1,-742.0,Saturday,June,25,0,13,530.0,1593.0,552.0
2025-06-22,463.0,6,25,2,1,687.8,538.9666666666667,564.08,False,False,1,-397.0,Sunday,June,25,0,12,851.0,860.0,513.0
2025-06-23,41.0,6,26,2,0,647.8,530.5666666666667,548.86,False,False,1,-544.0,Monday,June,26,0,11,463.0,585.0,224.0
2025-06-24,402.0,6,26,2,0,588.3,505.8,541.56,False,False,1,-12.0,Tuesday,June,26,0,10,41.0,414.0,512.0
2025-06-25,452.0,6,26,2,0,469.2,503.6,544.08,False,False,1,139.0,Wednesday,June,26,0,9,402.0,313.0,454.0
2025-06-26,1399.0,6,26,2,0,428.4,482.2,547.8,False,False,1,1166.0,Thursday,June,26,0,8,452.0,233.0,863.0
2025-06-27,491.0,6,26,2,0,509.8,521.4,567.2,False,False,1,-39.0,Friday,June,26,0,7,1399.0,530.0,636.0
2025-06-28,978.0,6,26,2,1,517.5,526.3666666666667,549.66,False,False,1,127.0,Saturday,June,26,0,6,491.0,851.0,1593.0
2025-06-29,190.0,6,26,2,1,584.0,555.0,559.76,False,False,1,-273.0,Sunday,June,26,0,5,978.0,463.0,860.0
2025-06-30,524.0,6,27,2,0,579.7,546.7,536.32,False,False,1,483.0,Monday,June,27,0,4,190.0,41.0,585.0
2025-07-01,248.0,7,27,3,0,579.1,546.7333333333333,536.76,False,False,1,-154.0,Tuesday,July,27,0,3,524.0,402.0,414.0
2025-07-02,750.0,7,27,3,0,518.8,540.9,532.7,False,False,1,298.0,Wednesday,July,27,0,2,248.0,452.0,313.0
2025-07-03,568.0,7,27,3,0,547.5,547.7333333333333,536.72,False,False,1,-831.0,Thursday,July,27,0,1,750.0,1399.0,233.0
2025-07-04,393.0,7,27,3,0,600.2,553.0333333333333,536.62,False,False,1,-98.0,Friday,July,27,1,0,568.0,491.0,530.0
2025-07-05,755.0,7,27,3,1,599.3,558.0333333333333,536.98,False,False,1,-223.0,Saturday,July,27,0,30,393.0,978.0,851.0
2025-07-06,291.0,7,27,3,1,629.6,573.1,539.2,False,False,1,101.0,Sunday,July,27,0,30,755.0,190.0,463.0
2025-07-07,555.0,7,28,3,0,518.8,569.2666666666667,531.02,False,False,1,31.0,Monday,July,28,0,30,291.0,524.0,41.0
2025-07-08,566.0,7,28,3,0,525.2,569.3666666666667,529.28,False,False,1,318.0,Tuesday,July,28,0,30,555.0,248.0,402.0
2025-07-09,415.0,7,28,3,0,484.0,571.1333333333333,524.4,False,False,1,-335.0,Wednesday,July,28,0,30,566.0,750.0,452.0
2025-07-10,275.0,7,28,3,0,506.5,577.5,523.9,False,False,1,-293.0,Thursday,July,28,0,30,415.0,568.0,1399.0
2025-07-11,1443.0,7,28,3,0,481.6,569.6,524.9,False,False,1,1050.0,Friday,July,28,0,30,275.0,393.0,491.0
2025-07-12,712.0,7,28,3,1,601.1,602.5666666666667,547.36,False,False,1,-43.0,Saturday,July,28,0,30,1443.0,755.0,978.0
2025-07-13,245.0,7,28,3,1,597.3,597.5333333333333,547.3,False,False,1,-46.0,Sunday,July,28,0,30,712.0,291.0,190.0
2025-07-14,180.0,7,29,3,0,565.0,584.5,536.52,False,False,1,-375.0,Monday,July,29,0,30,245.0,555.0,524.0
2025-07-15,414.0,7,29,3,0,543.7,537.4,530.76,False,False,1,-152.0,Tuesday,July,29,0,30,180.0,566.0,248.0
2025-07-16,467.0,7,29,3,0,509.6,522.5333333333333,517.16,False,False,1,52.0,Wednesday,July,29,0,30,414.0,415.0,750.0
2025-07-17,276.0,7,29,3,0,527.2,518.6,522.04,False,False,1,1.0,Thursday,July,29,0,30,467.0,275.0,568.0
2025-07-18,225.0,7,29,3,0,499.3,514.0,520.72,False,False,1,-1218.0,Friday,July,29,0,30,276.0,1443.0,393.0
2025-07-19,335.0,7,29,3,1,465.2,511.06666666666666,522.84,False,False,1,-377.0,Saturday,July,29,0,30,225.0,712.0,755.0
2025-07-20,151.0,7,29,3,1,457.2,514.4666666666667,520.76,False,False,1,-94.0,Sunday,July,29,0,30,335.0,245.0,291.0
2025-07-21,239.0,7,30,3,0,444.8,501.8333333333333,513.32,False,False,1,59.0,Monday,July,30,0,30,151.0,180.0,555.0
2025-07-22,224.0,7,30,3,0,324.4,481.43333333333334,509.64,False,False,1,-190.0,Tuesday,July,30,0,30,239.0,414.0,566.0
2025-07-23,310.0,7,30,3,0,275.6,473.46666666666664,503.22,False,False,1,-157.0,Wednesday,July,30,0,30,224.0,467.0,415.0
2025-07-24,306.0,7,30,3,0,282.1,482.43333333333334,501.24,False,False,1,30.0,Thursday,July,30,0,30,310.0,276.0,275.0
2025-07-25,489.0,7,30,3,0,294.7,479.23333333333335,502.5,False,False,1,264.0,Friday,July,30,0,30,306.0,225.0,1443.0
2025-07-26,1165.0,7,30,3,1,302.2,480.46666666666664,506.22,False,False,1,830.0,Saturday,July,30,0,30,489.0,335.0,712.0
2025-07-27,405.0,7,30,3,1,372.0,472.6666666666667,521.4,False,False,1,254.0,Sunday,July,30,0,30,1165.0,151.0,245.0
2025-07-28,277.0,7,31,3,0,384.9,469.8,518.46,False,False,1,38.0,Monday,July,31,0,30,405.0,239.0,180.0
2025-07-29,1375.0,7,31,3,0,390.1,446.43333333333334,513.74,False,False,1,1151.0,Tuesday,July,31,0,30,277.0,224.0,414.0
2025-07-30,209.0,7,31,3,0,494.1,485.93333333333334,536.76,False,False,1,-101.0,Wednesday,July,31,0,30,1375.0,310.0,467.0
2025-07-31,528.0,7,31,3,0,499.9,475.43333333333334,530.7,False,False,1,222.0,Thursday,July,31,0,30,209.0,306.0,276.0
2025-08-01,182.0,8,31,3,0,528.8,484.76666666666665,532.18,False,False,1,-307.0,Friday,August,31,0,30,528.0,489.0,225.0
2025-08-02,671.0,8,31,3,1,524.6,465.8333333333333,518.56,False,False,1,-494.0,Saturday,August,31,0,30,182.0,1165.0,335.0
2025-08-03,429.0,8,31,3,1,560.7,469.26666666666665,519.26,False,False,1,24.0,Sunday,August,31,0,29,671.0,405.0,151.0
2025-08-04,283.0,8,32,3,0,573.0,470.46666666666664,495.98,False,False,1,6.0,Monday,August,32,0,28,429.0,277.0,239.0
2025-08-05,451.0,8,32,3,0,552.4,454.73333333333335,484.44,False,False,1,-924.0,Tuesday,August,32,0,27,283.0,1375.0,224.0
2025-08-06,291.0,8,32,3,0,481.0,460.06666666666666,481.76,False,False,1,82.0,Wednesday,August,32,0,26,451.0,209.0,310.0
2025-08-07,359.0,8,32,3,0,469.6,451.26666666666665,479.3,False,False,1,-169.0,Thursday,August,32,0,25,291.0,528.0,306.0
2025-08-08,469.0,8,32,3,0,477.8,444.3666666666667,480.22,False,False,1,287.0,Friday,August,32,0,24,359.0,182.0,489.0
2025-08-09,790.0,8,32,3,1,387.2,446.1666666666667,484.94,False,False,1,119.0,Saturday,August,32,0,23,469.0,671.0,1165.0
2025-08-10,341.0,8,32,3,1,445.3,463.3333333333333,490.14,False,False,1,-88.0,Sunday,August,32,0,22,790.0,429.0,405.0
2025-08-11,1003.0,8,33,3,0,426.6,426.6,479.94,False,False,1,720.0,Monday,August,33,0,21,341.0,283.0,277.0
2025-08-12,415.0,8,33,3,0,508.7,436.3,490.74,False,False,1,-36.0,Tuesday,August,33,0,20,1003.0,451.0,1375.0
2025-08-13,351.0,8,33,3,0,483.1,441.96666666666664,498.22,False,False,1,60.0,Wednesday,August,33,0,19,415.0,291.0,209.0
2025-08-14,219.0,8,33,3,0,475.3,447.6666666666667,497.2,False,False,1,-140.0,Thursday,August,33,0,18,351.0,359.0,528.0
2025-08-15,785.0,8,33,3,0,468.9,441.1666666666667,492.54,False,False,1,316.0,Friday,August,33,0,17,219.0,469.0,182.0
2025-08-16,417.0,8,33,3,1,502.3,451.76666666666665,480.26,False,False,1,-373.0,Saturday,August,33,0,16,785.0,790.0,671.0
2025-08-17,383.0,8,33,3,1,514.9,456.46666666666664,478.78,False,False,1,42.0,Sunday,August,33,0,15,417.0,341.0,429.0
2025-08-18,249.0,8,34,3,0,517.3,461.73333333333335,466.88,False,False,1,-754.0,Monday,August,34,0,14,383.0,1003.0,283.0
2025-08-19,415.0,8,34,3,0,495.3,458.8666666666667,468.06,False,False,1,0.0,Tuesday,August,34,0,13,249.0,415.0,451.0
2025-08-20,465.0,8,34,3,0,457.8,467.6666666666667,465.88,False,False,1,114.0,Wednesday,August,34,0,12,415.0,351.0,291.0
2025-08-21,395.0,8,34,3,0,470.2,475.2,470.22,False,False,1,176.0,Thursday,August,34,0,11,465.0,219.0,359.0
2025-08-22,308.0,8,34,3,0,409.4,480.9,463.12,False,False,1,-477.0,Friday,August,34,0,10,395.0,785.0,469.0
2025-08-23,735.0,8,34,3,1,398.7,480.8333333333333,457.92,False,False,1,318.0,Saturday,August,34,0,9,308.0,417.0,790.0
2025-08-24,475.0,8,34,3,1,437.1,495.1333333333333,464.76,False,False,1,92.0,Sunday,August,34,0,8,735.0,383.0,341.0
2025-08-25,182.0,8,35,3,0,462.7,494.6666666666667,459.16,False,False,1,-67.0,Monday,August,35,0,7,475.0,249.0,1003.0
2025-08-26,292.0,8,35,3,0,402.4,461.9,456.98,False,False,1,-123.0,Tuesday,August,35,0,6,182.0,415.0,415.0
2025-08-27,395.0,8,35,3,0,389.9,458.1333333333333,451.72,False,False,1,-70.0,Wednesday,August,35,0,5,292.0,465.0,351.0
2025-08-28,239.0,8,35,3,0,391.1,462.06666666666666,448.3,False,False,1,-156.0,Thursday,August,35,0,4,395.0,395.0,219.0
2025-08-29,704.0,8,35,3,0,390.1,424.2,444.78,False,False,1,396.0,Friday,August,35,0,3,239.0,308.0,785.0
2025-08-30,0.0,8,35,3,1,419.0,440.7,453.36,True,False,0,-735.0,Saturday,August,35,0,2,704.0,735.0,417.0
2025-09-01,710.0,9,36,3,0,372.5,423.1,424.5,False,False,1,235.0,Monday,September,36,1,0,0.0,475.0,383.0
2025-09-02,214.0,9,36,3,0,404.0,440.7,424.46,False,False,1,32.0,Tuesday,September,36,0,30,710.0,182.0,249.0
2025-09-03,445.0,9,36,3,0,394.6,425.46666666666664,423.84,False,False,1,153.0,Wednesday,September,36,0,30,214.0,292.0,415.0
2025-09-04,320.0,9,36,3,0,365.6,426.0,429.14,False,False,1,-75.0,Thursday,September,36,0,30,445.0,395.0,465.0
2025-09-05,746.0,9,36,3,0,350.1,427.23333333333335,427.26,False,False,1,507.0,Friday,September,36,0,30,320.0,239.0,395.0
2025-09-06,516.0,9,36,3,1,406.5,437.06666666666666,432.84,False,False,1,-188.0,Saturday,September,36,0,30,746.0,704.0,308.0
2025-09-07,954.0,9,36,3,1,428.9,444.56666666666666,437.64,False,False,1,954.0,Sunday,September,36,0,30,516.0,0.0,735.0
2025-09-08,420.0,9,37,3,0,484.8,464.4,452.22,False,False,1,-290.0,Monday,September,37,0,30,954.0,710.0,475.0
2025-09-09,337.0,9,37,3,0,502.9,462.76666666666665,453.92,False,False,1,123.0,Tuesday,September,37,0,30,420.0,214.0,182.0
2025-09-10,347.0,9,37,3,0,466.2,447.6666666666667,457.64,False,False,1,-98.0,Wednesday,September,37,0,30,337.0,445.0,292.0
2025-09-11,584.0,9,37,3,0,500.9,447.8666666666667,459.8,False,False,1,264.0,Thursday,September,37,0,30,347.0,320.0,395.0
2025-09-12,212.0,9,37,3,0,488.3,433.9,467.0,False,False,1,-534.0,Friday,September,37,0,30,584.0,746.0,239.0
2025-09-13,789.0,9,37,3,1,488.1,427.1333333333333,465.04,False,False,1,273.0,Saturday,September,37,0,30,212.0,516.0,704.0
2025-09-14,412.0,9,37,3,1,522.5,441.73333333333335,474.7,False,False,1,-542.0,Sunday,September,37,0,29,789.0,954.0,0.0
2025-09-15,395.0,9,38,3,0,531.7,448.1666666666667,473.16,False,False,1,-25.0,Monday,September,38,0,28,412.0,420.0,710.0
2025-09-16,638.0,9,38,3,0,496.6,435.1666666666667,457.76,False,False,1,301.0,Tuesday,September,38,0,27,395.0,337.0,214.0
2025-09-17,245.0,9,38,3,0,508.8,442.53333333333336,462.42,False,False,1,-102.0,Wednesday,September,38,0,26,638.0,347.0,445.0
2025-09-18,300.0,9,38,3,0,437.9,437.93333333333334,461.78,False,False,1,-284.0,Thursday,September,38,0,25,245.0,584.0,320.0
2025-09-19,507.0,9,38,3,0,425.9,439.6333333333333,440.28,False,False,1,295.0,Friday,September,38,0,24,300.0,212.0,746.0
2025-09-20,586.0,9,38,3,1,442.9,442.7,446.24,False,False,1,-203.0,Saturday,September,38,0,23,507.0,789.0,516.0
2025-09-21,220.0,9,38,3,1,466.8,446.73333333333335,447.4,False,False,1,-192.0,Sunday,September,38,0,22,586.0,412.0,954.0
2025-09-22,440.0,9,39,3,0,430.4,440.9,448.16,False,False,1,45.0,Monday,September,39,0,21,220.0,395.0,420.0
2025-09-23,302.0,9,39,3,0,453.2,445.3,443.54,False,False,1,-336.0,Tuesday,September,39,0,20,440.0,638.0,337.0
2025-09-24,155.0,9,39,3,0,404.5,430.8666666666667,441.0,False,False,1,-90.0,Wednesday,September,39,0,19,302.0,245.0,347.0
2025-09-25,490.0,9,39,3,0,378.8,420.2,438.44,False,False,1,190.0,Thursday,September,39,0,18,155.0,300.0,584.0
2025-09-26,307.0,9,39,3,0,388.3,430.46666666666664,439.22,False,False,1,-200.0,Friday,September,39,0,17,490.0,507.0,212.0
2025-09-27,989.0,9,39,3,1,355.2,430.96666666666664,439.54,False,False,1,403.0,Saturday,September,39,0,16,307.0,586.0,789.0
2025-09-28,135.0,9,39,3,1,429.6,450.76666666666665,452.14,False,False,1,-85.0,Sunday,September,39,0,15,989.0,220.0,412.0
2025-09-29,589.0,9,40,3,0,413.1,447.3,445.46,False,False,1,149.0,Monday,September,40,0,14,135.0,440.0,395.0
2025-09-30,541.0,9,40,3,0,421.3,443.46666666666664,441.44,False,False,1,239.0,Tuesday,September,40,0,13,589.0,302.0,638.0
2025-10-01,429.0,10,40,4,0,416.8,461.5,445.44,False,False,1,274.0,Wednesday,October,40,0,12,541.0,155.0,245.0
2025-10-02,270.0,10,40,4,0,437.7,452.1333333333333,433.96,False,False,1,-220.0,Thursday,October,40,0,11,429.0,490.0,300.0
2025-10-03,358.0,10,40,4,0,420.7,454.0,431.06,False,False,1,51.0,Friday,October,40,0,10,270.0,307.0,507.0
2025-10-04,396.0,10,40,4,1,426.3,451.1,431.2,False,False,1,-593.0,Saturday,October,40,0,9,358.0,989.0,586.0
2025-10-05,283.0,10,40,4,1,450.4,453.6333333333333,434.74,False,False,1,148.0,Sunday,October,40,0,8,396.0,135.0,220.0
2025-10-06,270.0,10,41,4,0,429.7,438.2,424.7,False,False,1,-319.0,Monday,October,41,0,7,283.0,589.0,440.0
2025-10-07,225.0,10,41,4,0,426.0,430.0,421.76,False,False,1,-316.0,Tuesday,October,41,0,6,270.0,541.0,302.0
2025-10-08,231.0,10,41,4,0,349.6,405.7,418.6,False,False,1,-198.0,Wednesday,October,41,0,5,225.0,429.0,155.0
2025-10-09,81.0,10,41,4,0,359.2,399.4,418.24,False,False,1,-189.0,Thursday,October,41,0,4,231.0,270.0,490.0
2025-10-10,304.0,10,41,4,0,308.4,390.8666666666667,411.56,False,False,1,-54.0,Friday,October,41,0,3,81.0,358.0,307.0
2025-10-11,397.0,10,41,4,1,284.7,389.43333333333334,408.34,False,False,1,1.0,Saturday,October,41,0,2,304.0,396.0,989.0
2025-10-12,921.0,10,41,4,1,281.5,383.2,408.38,False,False,1,638.0,Sunday,October,41,0,1,397.0,283.0,135.0
2025-10-13,503.0,10,42,4,0,346.6,406.8333333333333,420.64,False,False,1,233.0,Monday,October,42,1,0,921.0,270.0,589.0
2025-10-14,856.0,10,42,4,0,361.1,397.3,416.0,False,False,1,631.0,Tuesday,October,42,0,28,503.0,225.0,541.0
2025-10-15,376.0,10,42,4,0,407.1,412.1,423.62,False,False,1,145.0,Wednesday,October,42,0,27,856.0,231.0,429.0
2025-10-16,330.0,10,42,4,0,416.4,411.46666666666664,427.5,False,False,1,249.0,Thursday,October,42,0,26,376.0,81.0,270.0
2025-10-17,402.0,10,42,4,0,422.4,401.2,428.26,False,False,1,98.0,Friday,October,42,0,25,330.0,304.0,358.0
2025-10-18,641.0,10,42,4,1,440.1,406.43333333333334,428.4,False,False,1,244.0,Saturday,October,42,0,24,402.0,397.0,396.0
2025-10-19,921.0,10,42,4,1,481.1,417.8,436.44,False,False,1,0.0,Sunday,October,42,0,23,641.0,921.0,283.0
2025-10-20,190.0,10,43,4,0,565.1,431.6,440.78,False,False,1,-313.0,Monday,October,43,0,22,921.0,503.0,270.0
2025-10-21,269.0,10,43,4,0,553.7,418.4,444.58,False,False,1,-587.0,Tuesday,October,43,0,21,190.0,856.0,225.0
2025-10-22,578.0,10,43,4,0,540.9,420.03333333333336,435.76,False,False,1,202.0,Wednesday,October,43,0,20,269.0,376.0,231.0
2025-10-23,469.0,10,43,4,0,506.6,424.6333333333333,443.04,False,False,1,139.0,Thursday,October,43,0,19,578.0,330.0,81.0
2025-10-24,425.0,10,43,4,0,503.2,430.2,443.52,False,False,1,23.0,Friday,October,43,0,18,469.0,402.0,304.0
2025-10-25,674.0,10,43,4,1,460.1,439.2,445.62,False,False,1,33.0,Saturday,October,43,0,17,425.0,641.0,397.0
2025-10-26,671.0,10,43,4,1,489.9,445.3333333333333,444.18,False,False,1,-250.0,Sunday,October,43,0,16,674.0,921.0,921.0
2025-10-27,270.0,10,44,4,0,524.0,457.46666666666664,447.28,False,False,1,80.0,Monday,October,44,0,15,671.0,190.0,503.0
2025-10-28,728.0,10,44,4,0,510.8,433.5,433.6,False,False,1,459.0,Tuesday,October,44,0,14,270.0,269.0,856.0
2025-10-29,620.0,10,44,4,0,519.5,453.26666666666665,439.76,False,False,1,42.0,Wednesday,October,44,0,13,728.0,578.0,376.0
2025-10-30,608.0,10,44,4,0,489.4,454.3,445.42,False,False,1,139.0,Thursday,October,44,0,12,620.0,469.0,330.0
2025-10-31,270.0,10,44,4,0,531.2,456.53333333333336,450.64,False,False,1,-155.0,Friday,October,44,0,11,608.0,425.0,402.0
2025-11-01,361.0,11,44,4,1,531.3,451.23333333333335,444.36,False,False,1,-313.0,Saturday,November,44,0,10,270.0,674.0,641.0
2025-11-02,576.0,11,44,4,1,509.6,454.26666666666665,447.34,False,False,1,-95.0,Sunday,November,44,0,9,361.0,671.0,921.0
2025-11-03,340.0,11,45,4,0,520.3,461.53333333333336,443.08,False,False,1,70.0,Monday,November,45,0,8,576.0,270.0,190.0
2025-11-04,339.0,11,45,4,0,511.8,459.6666666666667,441.64,False,False,1,-389.0,Tuesday,November,45,0,7,340.0,728.0,269.0
2025-11-05,695.0,11,45,4,0,478.3,461.53333333333336,440.52,False,False,1,75.0,Wednesday,November,45,0,6,339.0,620.0,578.0
2025-11-06,204.0,11,45,4,0,480.7,475.7,441.66,False,False,1,-404.0,Thursday,November,45,0,5,695.0,608.0,469.0
2025-11-07,356.0,11,45,4,0,474.1,475.0,440.84,False,False,1,86.0,Friday,November,45,0,4,204.0,270.0,425.0
2025-11-08,496.0,11,45,4,1,436.9,479.1666666666667,441.96,False,False,1,135.0,Saturday,November,45,0,3,356.0,361.0,674.0
2025-11-09,270.0,11,45,4,1,424.5,493.0,441.74,False,False,1,-306.0,Sunday,November,45,0,2,496.0,576.0,671.0
2025-11-10,414.0,11,46,4,0,390.7,491.8666666666667,435.42,False,False,1,74.0,Monday,November,46,0,1,270.0,340.0,270.0
2025-11-11,265.0,11,46,4,0,405.1,492.43333333333334,439.3,False,False,1,-74.0,Tuesday,November,46,1,0,414.0,339.0,728.0
2025-11-12,520.0,11,46,4,0,395.5,470.56666666666666,435.8,False,False,1,-175.0,Wednesday,November,46,0,15,265.0,695.0,620.0
2025-11-13,150.0,11,46,4,0,389.9,471.1333333333333,440.16,False,False,1,-54.0,Thursday,November,46,0,14,520.0,204.0,608.0
2025-11-14,243.0,11,46,4,0,370.9,447.6,440.06,False,False,1,-113.0,Friday,November,46,0,13,150.0,356.0,270.0
2025-11-15,451.0,11,46,4,1,361.3,443.1666666666667,435.12,False,False,1,-45.0,Saturday,November,46,0,12,243.0,496.0,361.0
2025-11-16,685.0,11,46,4,1,336.9,447.2,438.0,False,False,1,415.0,Sunday,November,46,0,11,451.0,270.0,576.0
2025-11-17,56.0,11,47,4,0,385.0,456.6333333333333,431.92,False,False,1,-358.0,Monday,November,47,0,10,685.0,414.0,340.0
2025-11-18,160.0,11,47,4,0,355.0,437.1333333333333,430.34,False,False,1,-105.0,Tuesday,November,47,0,9,56.0,265.0,339.0
2025-11-19,256.0,11,47,4,0,321.4,411.76666666666665,421.76,False,False,1,-264.0,Wednesday,November,47,0,8,160.0,520.0,695.0
2025-11-20,365.0,11,47,4,0,320.0,413.96666666666664,416.06,False,False,1,215.0,Thursday,November,47,0,7,256.0,150.0,204.0
2025-11-21,116.0,11,47,4,0,315.1,417.1666666666667,414.78,False,False,1,-127.0,Friday,November,47,0,6,365.0,243.0,356.0
2025-11-22,559.0,11,47,4,1,300.2,401.76666666666665,411.7,False,False,1,108.0,Saturday,November,47,0,5,116.0,451.0,496.0
