date,total,month,week,quarter,is_weekend,total:10_days_rolling,total:30_days_rolling,total:50_days_rolling,is_closed,is_suspicious_zero,store_open,weekly_total_diff,day_of_week,month_name,week_of_year,is_holiday,days_to_next_holiday,lag_1,lag_7,lag_14
2022-12-22,1126.0,12,51,4,0,383.2,292.96666666666664,257.12,False,False,1,901.0,Thursday,December,51,0,3,605.0,225.0,116.0
2022-12-23,1266.0,12,51,4,0,475.1,329.3,276.7,False,False,1,761.0,Friday,December,51,0,2,1126.0,505.0,280.0
2022-12-24,1470.0,12,51,4,1,581.7,369.8333333333333,300.4,False,False,1,720.0,Saturday,December,51,0,1,1266.0,750.0,335.0
2022-12-25,0.0,12,51,4,1,715.7,415.6666666666667,329.44,True,False,0,-437.0,Sunday,December,51,1,0,1470.0,437.0,559.0
2022-12-26,424.0,12,52,4,0,693.2,392.6666666666667,328.9,False,False,1,174.0,Monday,December,52,1,0,0.0,250.0,207.0
2022-12-27,320.0,12,52,4,0,685.1,393.76666666666665,332.18,False,False,1,-203.0,Tuesday,December,52,0,5,424.0,523.0,200.0
2022-12-28,556.0,12,52,4,0,642.1,396.6666666666667,336.96,False,False,1,-49.0,Wednesday,December,52,0,4,320.0,605.0,130.0
2022-12-29,425.0,12,52,4,0,654.0,407.56666666666666,341.96,False,False,1,-701.0,Thursday,December,52,0,3,556.0,1126.0,225.0
2022-12-30,624.0,12,52,4,0,671.5,417.73333333333335,348.0,False,False,1,-642.0,Friday,December,52,0,2,425.0,1266.0,505.0
2022-12-31,417.0,12,52,4,1,681.6,434.6333333333333,358.68,False,False,1,-1053.0,Saturday,December,52,0,1,624.0,1470.0,750.0
2023-02-01,90.0,2,5,1,0,662.8,444.03333333333336,364.86,False,False,1,90.0,Wednesday,February,5,0,19,417.0,0.0,437.0
2023-02-02,65.0,2,5,1,0,559.2,441.7,363.06,False,False,1,-359.0,Thursday,February,5,0,18,90.0,424.0,250.0
2023-02-03,156.0,2,5,1,0,439.1,426.73333333333335,359.52,False,False,1,-164.0,Friday,February,5,0,17,65.0,320.0,523.0
2023-02-04,660.0,2,5,1,1,307.7,423.43333333333334,350.7,False,False,1,104.0,Saturday,February,5,0,16,156.0,556.0,605.0
2023-02-05,52.0,2,5,1,1,373.7,440.93333333333334,363.0,False,False,1,-373.0,Sunday,February,5,0,15,660.0,425.0,1126.0
2023-02-06,130.0,2,6,1,0,336.5,434.93333333333334,356.48,False,False,1,-494.0,Monday,February,6,0,14,52.0,624.0,1266.0
2023-02-08,384.0,2,6,1,0,261.9,426.23333333333335,350.28,False,False,1,-33.0,Wednesday,February,6,0,12,130.0,417.0,1470.0
2023-02-09,230.0,2,6,1,0,257.8,429.7,347.22,False,False,1,140.0,Thursday,February,6,0,11,384.0,90.0,0.0
2023-02-10,126.0,2,6,1,0,218.4,426.2,348.44,False,False,1,61.0,Friday,February,6,0,10,230.0,65.0,424.0
2023-02-11,1000.0,2,6,1,1,189.3,411.76666666666665,346.2,False,False,1,844.0,Saturday,February,6,0,9,126.0,156.0,320.0
2023-02-12,150.0,2,6,1,1,280.3,438.2,365.48,False,False,1,-510.0,Sunday,February,6,0,8,1000.0,660.0,556.0
2023-02-13,270.0,2,7,1,0,288.8,436.53333333333336,367.48,False,False,1,218.0,Monday,February,7,0,7,150.0,52.0,425.0
2023-02-14,210.0,2,7,1,0,300.2,441.2,370.98,False,False,1,80.0,Tuesday,February,7,0,6,270.0,130.0,624.0
2023-02-15,117.0,2,7,1,0,255.2,440.7,361.38,False,False,1,-267.0,Wednesday,February,7,0,5,210.0,384.0,417.0
2023-02-16,174.0,2,7,1,0,261.7,427.76666666666665,355.9,False,False,1,-56.0,Thursday,February,7,0,4,117.0,230.0,90.0
2023-02-17,305.0,2,7,1,0,266.1,408.56666666666666,354.72,False,False,1,179.0,Friday,February,7,0,3,174.0,126.0,65.0
2023-02-18,306.0,2,7,1,1,296.6,404.1666666666667,356.24,False,False,1,-694.0,Saturday,February,7,0,2,305.0,1000.0,156.0
2023-02-19,308.0,2,7,1,1,288.8,406.03333333333336,359.96,False,False,1,158.0,Sunday,February,7,0,1,306.0,150.0,660.0
2023-02-20,342.0,2,8,1,0,296.6,398.8666666666667,363.78,False,False,1,72.0,Monday,February,8,1,0,308.0,270.0,52.0
2023-02-21,108.0,2,8,1,0,318.2,390.1,367.92,False,False,1,-102.0,Tuesday,February,8,0,30,342.0,210.0,130.0
2023-02-22,918.0,2,8,1,0,229.0,356.1666666666667,366.88,False,False,1,801.0,Wednesday,February,8,0,30,108.0,117.0,384.0
2023-02-23,90.0,2,8,1,0,305.8,344.56666666666666,374.96,False,False,1,-84.0,Thursday,February,8,0,30,918.0,174.0,230.0
2023-02-24,94.0,2,8,1,0,287.8,298.56666666666666,371.66,False,False,1,-211.0,Friday,February,8,0,30,90.0,305.0,126.0
2023-02-25,95.0,2,8,1,1,276.2,301.7,370.84,False,False,1,-211.0,Saturday,February,8,0,30,94.0,306.0,1000.0
2023-02-26,436.0,2,8,1,1,274.0,290.73333333333335,368.1,False,False,1,128.0,Sunday,February,8,0,30,95.0,308.0,150.0
2023-02-27,60.0,2,9,1,0,300.2,294.6,371.32,False,False,1,-282.0,Monday,February,9,0,30,436.0,342.0,270.0
2023-02-28,128.0,2,9,1,0,275.7,278.06666666666666,370.2,False,False,1,20.0,Tuesday,February,9,0,30,60.0,108.0,210.0
2023-03-01,0.0,3,9,1,0,257.9,268.1666666666667,367.16,True,False,0,-918.0,Wednesday,March,9,0,30,128.0,918.0,117.0
2023-03-02,0.0,3,9,1,0,227.1,247.36666666666667,360.46,True,False,0,-90.0,Thursday,March,9,0,30,0.0,90.0,174.0
2023-03-03,0.0,3,9,1,0,192.9,233.46666666666667,349.28,True,False,0,-94.0,Friday,March,9,0,30,0.0,94.0,305.0
2023-07-01,321.0,7,26,3,1,182.1,230.46666666666667,345.14,False,False,1,226.0,Saturday,July,26,0,3,0.0,95.0,306.0
2023-07-02,150.0,7,26,3,1,122.4,239.0,347.56,False,False,1,-286.0,Sunday,July,26,0,2,321.0,436.0,308.0
2023-07-03,199.0,7,27,3,0,128.4,238.8,347.96,False,False,1,139.0,Monday,July,27,0,1,150.0,60.0,342.0
2023-07-04,219.0,7,27,3,0,138.9,223.43333333333334,347.44,False,False,1,91.0,Tuesday,July,27,1,0,199.0,128.0,108.0
2023-07-05,639.0,7,27,3,0,151.3,229.0,341.72,False,False,1,639.0,Wednesday,July,27,0,30,219.0,0.0,918.0
2023-07-06,671.0,7,27,3,0,171.6,245.96666666666667,339.5,False,False,1,671.0,Thursday,July,27,0,30,639.0,0.0,90.0
2023-07-07,183.0,7,27,3,0,232.7,268.3333333333333,344.18,False,False,1,183.0,Friday,July,27,0,30,671.0,0.0,94.0
2023-07-08,316.0,7,27,3,1,238.2,261.6333333333333,342.84,False,False,1,-5.0,Saturday,July,27,0,30,183.0,321.0,95.0
2023-07-09,202.0,7,27,3,1,269.8,264.5,338.7,False,False,1,52.0,Sunday,July,27,0,30,316.0,150.0,436.0
2023-07-10,159.0,7,28,3,0,290.0,267.03333333333336,330.64,False,False,1,-40.0,Monday,July,28,0,30,202.0,199.0,60.0
2023-07-11,87.0,7,28,3,0,305.9,239.0,311.3,False,False,1,-132.0,Tuesday,July,28,0,30,159.0,219.0,128.0
2023-07-12,9.0,7,28,3,0,282.5,236.9,287.72,False,False,1,-630.0,Wednesday,July,28,0,30,87.0,639.0,0.0
2023-07-13,125.0,7,28,3,0,268.4,228.2,258.5,False,False,1,-546.0,Thursday,July,28,0,30,9.0,671.0,0.0
2023-07-14,510.0,7,28,3,0,261.0,225.36666666666667,261.0,False,False,1,327.0,Friday,July,28,0,30,125.0,183.0,0.0
2023-07-15,121.0,7,28,3,1,290.1,238.46666666666667,262.72,False,False,1,-195.0,Saturday,July,28,0,30,510.0,316.0,321.0
2023-07-16,257.0,7,28,3,1,238.3,236.7,258.74,False,False,1,55.0,Sunday,July,28,0,30,121.0,202.0,150.0
2023-07-17,243.0,7,29,3,0,196.9,235.1,252.76,False,False,1,84.0,Monday,July,29,0,30,257.0,159.0,199.0
2023-07-18,126.0,7,29,3,0,202.9,233.0,249.12,False,False,1,39.0,Tuesday,July,29,0,30,243.0,87.0,219.0
2023-07-19,276.0,7,29,3,0,183.9,226.93333333333334,239.16,False,False,1,267.0,Wednesday,July,29,0,30,126.0,9.0,639.0
2023-07-20,262.0,7,29,3,0,191.3,224.73333333333332,236.34,False,False,1,137.0,Thursday,July,29,0,30,276.0,125.0,671.0
2023-07-21,290.0,7,29,3,0,201.6,229.86666666666667,239.78,False,False,1,-220.0,Friday,July,29,0,30,262.0,510.0,183.0
2023-07-22,179.0,7,29,3,1,221.9,208.93333333333334,244.28,False,False,1,58.0,Saturday,July,29,0,30,290.0,121.0,316.0
2023-07-23,114.0,7,29,3,1,238.9,211.9,244.74,False,False,1,-143.0,Sunday,July,29,0,30,179.0,257.0,202.0
2023-07-24,362.0,7,30,3,0,237.8,212.56666666666666,233.82,False,False,1,119.0,Monday,July,30,0,30,114.0,243.0,159.0
2023-07-25,307.0,7,30,3,0,223.0,221.46666666666667,240.02,False,False,1,181.0,Tuesday,July,30,0,30,362.0,126.0,87.0
2023-07-26,101.0,7,30,3,0,241.6,217.16666666666666,243.56,False,False,1,-175.0,Wednesday,July,30,0,30,307.0,276.0,9.0
2023-07-27,163.0,7,30,3,0,226.0,218.53333333333333,245.58,False,False,1,-99.0,Thursday,July,30,0,30,101.0,262.0,125.0
2023-07-28,190.0,7,30,3,0,218.0,219.7,241.16,False,False,1,-100.0,Friday,July,30,0,30,163.0,290.0,510.0
2023-07-29,421.0,7,30,3,1,224.4,226.03333333333333,240.36,False,False,1,242.0,Saturday,July,30,0,30,190.0,179.0,121.0
2023-07-30,45.0,7,30,3,1,238.9,240.06666666666666,246.26,False,False,1,-69.0,Sunday,July,30,0,30,421.0,114.0,257.0
2023-07-31,130.0,7,31,3,0,217.2,241.56666666666666,227.16,False,False,1,-232.0,Monday,July,31,0,30,45.0,362.0,243.0
2023-08-01,228.0,8,31,3,0,201.2,235.2,226.76,False,False,1,-79.0,Tuesday,August,31,0,30,130.0,307.0,126.0
2023-08-02,135.0,8,31,3,0,206.1,237.8,225.92,False,False,1,34.0,Wednesday,August,31,0,30,228.0,101.0,276.0
2023-08-03,315.0,8,31,3,0,208.2,235.66666666666666,224.42,False,False,1,152.0,Thursday,August,31,0,30,135.0,163.0,262.0
2023-08-04,771.0,8,31,3,0,203.5,238.86666666666667,228.38,False,False,1,581.0,Friday,August,31,0,30,315.0,190.0,290.0
2023-08-05,368.0,8,31,3,1,249.9,243.26666666666668,240.32,False,False,1,-53.0,Saturday,August,31,0,30,771.0,421.0,179.0
2023-08-06,85.0,8,31,3,1,276.6,233.16666666666666,241.58,False,False,1,40.0,Sunday,August,31,0,29,368.0,45.0,114.0
2023-08-07,110.0,8,32,3,0,268.8,229.9,237.16,False,False,1,-20.0,Monday,August,32,0,28,85.0,130.0,362.0
2023-08-08,95.0,8,32,3,0,260.8,223.03333333333333,233.2,False,False,1,-133.0,Tuesday,August,32,0,27,110.0,228.0,307.0
2023-08-09,159.0,8,32,3,0,228.2,219.46666666666667,228.26,False,False,1,24.0,Wednesday,August,32,0,26,95.0,135.0,101.0
2023-08-10,171.0,8,32,3,0,239.6,219.46666666666667,229.28,False,False,1,-144.0,Thursday,August,32,0,25,159.0,315.0,163.0
2023-08-11,190.0,8,32,3,0,243.7,222.26666666666668,214.34,False,False,1,-581.0,Friday,August,32,0,24,171.0,771.0,190.0
2023-08-12,202.0,8,32,3,1,239.9,228.3,216.34,False,False,1,-166.0,Saturday,August,32,0,23,190.0,368.0,421.0
2023-08-13,95.0,8,32,3,1,246.6,230.86666666666667,218.5,False,False,1,10.0,Sunday,August,32,0,22,202.0,85.0,45.0
2023-08-14,79.0,8,33,3,0,224.6,217.03333333333333,218.5,False,False,1,-31.0,Monday,August,33,0,21,95.0,110.0,130.0
2023-08-15,167.0,8,33,3,0,155.4,215.63333333333333,211.36,False,False,1,72.0,Tuesday,August,33,0,20,79.0,95.0,228.0
2023-08-16,62.0,8,33,3,0,135.3,212.63333333333333,213.5,False,False,1,-97.0,Wednesday,August,33,0,19,167.0,159.0,135.0
2023-08-17,380.0,8,33,3,0,133.0,206.6,212.18,False,False,1,209.0,Thursday,August,33,0,18,62.0,171.0,315.0
2023-08-18,337.0,8,33,3,0,160.0,215.06666666666666,219.78,False,False,1,147.0,Friday,August,33,0,17,380.0,190.0,771.0
2023-08-19,169.0,8,33,3,1,184.2,217.1,226.52,False,False,1,-33.0,Saturday,August,33,0,16,337.0,202.0,368.0
2023-08-20,238.0,8,33,3,1,185.2,214.0,229.9,False,False,1,143.0,Sunday,August,33,0,15,169.0,95.0,85.0
2023-08-21,194.0,8,34,3,0,191.9,212.26666666666668,228.24,False,False,1,115.0,Monday,August,34,0,14,238.0,79.0,110.0
2023-08-22,371.0,8,34,3,0,192.3,212.76666666666668,229.12,False,False,1,204.0,Tuesday,August,34,0,13,194.0,167.0,95.0
2023-08-23,109.0,8,34,3,0,209.2,221.33333333333334,232.56,False,False,1,47.0,Wednesday,August,34,0,12,371.0,62.0,159.0
2023-08-24,347.0,8,34,3,0,210.6,212.9,230.36,False,False,1,-33.0,Thursday,August,34,0,11,109.0,380.0,171.0
2023-08-25,424.0,8,34,3,0,237.4,214.23333333333332,224.52,False,False,1,87.0,Friday,August,34,0,10,347.0,337.0,190.0
2023-08-26,194.0,8,34,3,1,263.1,225.0,219.58,False,False,1,25.0,Saturday,August,34,0,9,424.0,169.0,202.0
2023-08-27,66.0,8,34,3,1,276.3,226.03333333333333,219.8,False,False,1,-172.0,Sunday,August,34,0,8,194.0,238.0,95.0
2023-08-28,160.0,8,35,3,0,244.9,221.9,214.8,False,False,1,-34.0,Monday,August,35,0,7,66.0,194.0,79.0
2023-08-29,238.0,8,35,3,0,227.2,213.2,213.96,False,False,1,-133.0,Tuesday,August,35,0,6,160.0,371.0,167.0
2023-08-30,279.0,8,35,3,0,234.1,219.63333333333333,215.54,False,False,1,170.0,Wednesday,August,35,0,5,238.0,109.0,62.0
2023-08-31,170.0,8,35,3,0,238.2,224.6,219.38,False,False,1,-177.0,Thursday,August,35,0,4,279.0,347.0,380.0
2023-10-01,153.0,10,39,4,1,235.8,222.66666666666666,222.6,False,False,1,-271.0,Sunday,October,39,0,8,170.0,424.0,337.0
2023-10-02,315.0,10,40,4,0,214.0,223.26666666666668,223.16,False,False,1,121.0,Monday,October,40,0,7,153.0,194.0,169.0
2023-10-03,281.0,10,40,4,0,234.6,223.26666666666668,219.26,False,False,1,215.0,Tuesday,October,40,0,6,315.0,66.0,238.0
2023-10-04,229.0,10,40,4,0,228.0,206.93333333333334,222.46,False,False,1,69.0,Wednesday,October,40,0,5,281.0,160.0,194.0
2023-10-05,330.0,10,40,4,0,208.5,202.3,221.9,False,False,1,92.0,Thursday,October,40,0,4,229.0,238.0,371.0
2023-10-06,298.0,10,40,4,0,222.1,210.46666666666667,223.64,False,False,1,19.0,Friday,October,40,0,3,330.0,279.0,109.0
2023-10-07,214.0,10,40,4,1,245.3,216.73333333333332,227.08,False,False,1,44.0,Saturday,October,40,0,2,298.0,170.0,347.0
2023-10-08,246.0,10,40,4,1,250.7,220.7,225.84,False,False,1,93.0,Sunday,October,40,0,1,214.0,153.0,424.0
2023-10-09,145.0,10,41,4,0,251.5,223.6,225.52,False,False,1,-170.0,Monday,October,41,1,0,246.0,315.0,194.0
2023-10-10,125.0,10,41,4,0,238.1,222.73333333333332,222.62,False,False,1,-156.0,Tuesday,October,41,0,30,145.0,281.0,66.0
2023-10-11,170.0,10,41,4,0,233.6,220.56666666666666,221.54,False,False,1,-59.0,Wednesday,October,41,0,30,125.0,229.0,160.0
2023-10-12,107.0,10,41,4,0,235.3,219.5,222.66,False,False,1,-223.0,Thursday,October,41,0,29,170.0,330.0,238.0
2023-10-13,84.0,10,41,4,0,214.5,219.9,217.56,False,False,1,-214.0,Friday,October,41,0,28,107.0,298.0,279.0
2023-10-14,304.0,10,41,4,1,194.8,220.06666666666666,213.1,False,False,1,90.0,Saturday,October,41,0,27,84.0,214.0,170.0
2023-10-15,37.0,10,41,4,1,202.3,224.63333333333333,217.16,False,False,1,-209.0,Sunday,October,41,0,26,304.0,246.0,153.0
2023-10-16,155.0,10,42,4,0,173.0,223.8,214.64,False,False,1,10.0,Monday,October,42,0,25,37.0,145.0,315.0
2023-10-17,377.0,10,42,4,0,158.7,216.3,213.94,False,False,1,252.0,Tuesday,October,42,0,24,155.0,125.0,281.0
2023-10-18,84.0,10,42,4,0,175.0,217.63333333333333,213.06,False,False,1,-86.0,Wednesday,October,42,0,23,377.0,170.0,229.0
2023-10-19,197.0,10,42,4,0,158.8,214.8,213.84,False,False,1,90.0,Thursday,October,42,0,22,84.0,107.0,330.0
2023-10-20,169.0,10,42,4,0,164.0,213.43333333333334,215.18,False,False,1,85.0,Friday,October,42,0,21,197.0,84.0,298.0
2023-10-21,466.0,10,42,4,1,168.4,212.6,214.0,False,False,1,162.0,Saturday,October,42,0,20,169.0,304.0,214.0
2023-10-22,187.0,10,42,4,1,198.0,215.76666666666668,220.62,False,False,1,150.0,Sunday,October,42,0,19,466.0,37.0,246.0
2023-10-23,115.0,10,43,4,0,206.0,218.36666666666667,218.06,False,False,1,-40.0,Monday,October,43,0,18,187.0,155.0,145.0
2023-10-24,128.0,10,43,4,0,209.1,210.63333333333333,204.94,False,False,1,-249.0,Tuesday,October,43,0,17,115.0,377.0,125.0
2023-10-25,185.0,10,43,4,0,191.5,200.76666666666668,200.14,False,False,1,101.0,Wednesday,October,43,0,16,128.0,84.0,170.0
2023-10-26,338.0,10,43,4,0,206.3,200.46666666666667,202.14,False,False,1,141.0,Thursday,October,43,0,15,185.0,197.0,107.0
2023-10-27,150.0,10,43,4,0,224.6,209.53333333333333,206.7,False,False,1,-19.0,Friday,October,43,0,14,338.0,169.0,84.0
2023-10-28,218.0,10,43,4,1,201.9,209.2,207.8,False,False,1,-248.0,Saturday,October,43,0,13,150.0,466.0,304.0
2023-10-29,25.0,10,43,4,1,215.3,208.53333333333333,208.98,False,False,1,-162.0,Sunday,October,43,0,12,218.0,187.0,37.0
2023-10-30,1422.0,10,44,4,0,198.1,200.06666666666666,206.06,False,False,1,1307.0,Monday,October,44,0,11,25.0,115.0,155.0
2023-11-01,239.0,11,44,4,0,323.4,241.8,230.7,False,False,1,111.0,Wednesday,November,44,0,9,1422.0,128.0,377.0
2023-11-02,194.0,11,44,4,0,300.7,244.66666666666666,231.44,False,False,1,9.0,Thursday,November,44,0,8,239.0,185.0,84.0
2023-11-03,174.0,11,44,4,0,301.4,240.63333333333333,233.42,False,False,1,-164.0,Friday,November,44,0,7,194.0,338.0,197.0
2023-11-04,339.0,11,44,4,1,307.3,237.06666666666666,235.32,False,False,1,189.0,Saturday,November,44,0,6,174.0,150.0,169.0
2023-11-05,276.0,11,44,4,1,328.4,240.73333333333332,238.76,False,False,1,58.0,Sunday,November,44,0,5,339.0,218.0,466.0
2023-11-06,108.0,11,45,4,0,337.5,238.93333333333334,243.04,False,False,1,83.0,Monday,November,45,0,4,276.0,25.0,187.0
2023-11-07,230.0,11,45,4,0,314.5,232.6,237.6,False,False,1,-1192.0,Tuesday,November,45,0,3,108.0,1422.0,115.0
2023-11-08,390.0,11,45,4,0,322.5,233.13333333333333,235.46,False,False,1,151.0,Wednesday,November,45,0,2,230.0,239.0,128.0
2023-11-09,110.0,11,45,4,0,339.7,237.93333333333334,239.88,False,False,1,-84.0,Thursday,November,45,0,1,390.0,194.0,185.0
2023-11-10,123.0,11,45,4,0,348.2,236.76666666666668,237.32,False,False,1,-51.0,Friday,November,45,1,0,110.0,174.0,338.0
2023-11-11,235.0,11,45,4,1,218.3,236.7,235.9,False,False,1,-104.0,Saturday,November,45,1,0,123.0,339.0,150.0
2023-11-12,85.0,11,45,4,1,217.9,238.86666666666667,233.18,False,False,1,-191.0,Sunday,November,45,0,11,235.0,276.0,218.0
2023-11-13,270.0,11,46,4,0,207.0,238.13333333333333,232.7,False,False,1,162.0,Monday,November,46,0,10,85.0,108.0,25.0
2023-11-14,316.0,11,46,4,0,216.6,244.33333333333334,231.16,False,False,1,86.0,Tuesday,November,46,0,9,270.0,230.0,1422.0
2023-11-15,57.0,11,46,4,0,214.3,244.73333333333332,229.0,False,False,1,-333.0,Wednesday,November,46,0,8,316.0,390.0,239.0
2023-11-16,52.0,11,46,4,0,192.4,245.4,226.26,False,False,1,-58.0,Thursday,November,46,0,7,57.0,110.0,194.0
2023-11-17,622.0,11,46,4,0,186.8,241.96666666666667,225.98,False,False,1,499.0,Friday,November,46,0,6,52.0,123.0,174.0
2023-11-18,221.0,11,46,4,1,226.0,250.13333333333333,235.22,False,False,1,-14.0,Saturday,November,46,0,5,622.0,235.0,339.0
2023-11-19,273.0,11,46,4,1,209.1,254.7,234.88,False,False,1,188.0,Sunday,November,46,0,4,221.0,85.0,276.0
2023-11-20,54.0,11,47,4,0,225.4,257.23333333333335,234.76,False,False,1,-216.0,Monday,November,47,0,3,273.0,270.0,108.0
2023-11-21,78.0,11,47,4,0,218.5,253.4,232.44,False,False,1,-238.0,Tuesday,November,47,0,2,54.0,316.0,230.0
2023-11-22,132.0,11,47,4,0,202.8,240.46666666666667,230.94,False,False,1,75.0,Wednesday,November,47,0,1,78.0,57.0,390.0
2023-11-23,0.0,11,47,4,0,207.5,238.63333333333333,227.28,True,False,0,-52.0,Thursday,November,47,1,0,132.0,52.0,110.0
2023-11-24,500.0,11,47,4,0,180.5,234.8,221.66,False,False,1,-122.0,Friday,November,47,0,30,0.0,622.0,123.0
2023-11-25,355.0,11,47,4,1,198.9,247.2,227.08,False,False,1,134.0,Saturday,November,47,0,30,500.0,221.0,235.0
2023-11-26,123.0,11,47,4,1,228.7,252.86666666666667,227.58,False,False,1,-150.0,Sunday,November,47,0,29,355.0,273.0,85.0
2023-11-27,220.0,11,48,4,0,235.8,245.7,224.08,False,False,1,166.0,Monday,November,48,0,28,123.0,54.0,270.0
2023-11-28,96.0,11,48,4,0,195.6,248.03333333333333,224.2,False,False,1,18.0,Tuesday,November,48,0,27,220.0,78.0,316.0
2023-11-30,260.0,11,48,4,0,155.8,243.13333333333333,218.3,False,False,1,128.0,Thursday,November,48,0,25,96.0,132.0,57.0
2023-12-01,162.0,12,48,4,0,176.4,204.4,221.0,False,False,1,162.0,Friday,December,48,0,24,260.0,0.0,52.0
2023-12-02,245.0,12,48,4,1,184.8,201.83333333333334,220.84,False,False,1,-255.0,Saturday,December,48,0,23,162.0,500.0,622.0
2023-12-03,170.0,12,48,4,1,196.1,203.53333333333333,223.6,False,False,1,-185.0,Sunday,December,48,0,22,245.0,355.0,221.0
2023-12-04,41.0,12,49,4,0,213.1,203.4,225.32,False,False,1,-82.0,Monday,December,49,0,21,170.0,123.0,273.0
2023-12-05,192.0,12,49,4,0,167.2,193.46666666666667,220.06,False,False,1,-28.0,Tuesday,December,49,0,20,41.0,220.0,54.0
2023-12-06,143.0,12,49,4,0,150.9,190.66666666666666,223.16,False,False,1,47.0,Wednesday,December,49,0,19,192.0,96.0,78.0
2023-12-07,348.0,12,49,4,0,152.9,191.83333333333334,222.92,False,False,1,88.0,Thursday,December,49,0,18,143.0,260.0,132.0
2023-12-08,494.0,12,49,4,0,165.7,195.76666666666668,222.34,False,False,1,332.0,Friday,December,49,0,17,348.0,162.0,0.0
2023-12-09,420.0,12,49,4,1,205.5,199.23333333333332,230.54,False,False,1,175.0,Saturday,December,49,0,16,494.0,245.0,500.0
2023-12-10,505.0,12,49,4,1,247.5,209.56666666666666,235.0,False,False,1,335.0,Sunday,December,49,0,15,420.0,170.0,355.0
2023-12-11,444.0,12,50,4,0,272.0,222.3,241.72,False,False,1,403.0,Monday,December,50,0,14,505.0,41.0,123.0
2023-12-12,370.0,12,50,4,0,300.2,229.26666666666668,241.28,False,False,1,178.0,Tuesday,December,50,0,13,444.0,192.0,220.0
2023-12-13,349.0,12,50,4,0,312.7,238.76666666666668,244.94,False,False,1,206.0,Wednesday,December,50,0,12,370.0,143.0,96.0
2023-12-14,275.0,12,50,4,0,330.6,241.4,249.62,False,False,1,-73.0,Thursday,December,50,0,11,349.0,348.0,260.0
2023-12-15,716.0,12,50,4,0,354.0,240.03333333333333,252.56,False,False,1,222.0,Friday,December,50,0,10,275.0,494.0,162.0
2023-12-16,492.0,12,50,4,1,406.4,262.0,263.18,False,False,1,72.0,Saturday,December,50,0,9,716.0,420.0,245.0
2023-12-17,410.0,12,50,4,1,441.3,276.6666666666667,266.26,False,False,1,-95.0,Sunday,December,50,0,8,492.0,505.0,170.0
2023-12-18,270.0,12,51,4,0,447.5,269.6,271.46,False,False,1,-174.0,Monday,December,51,0,7,410.0,444.0,41.0
2023-12-19,380.0,12,51,4,0,425.1,271.23333333333335,272.5,False,False,1,10.0,Tuesday,December,51,0,6,270.0,370.0,192.0
2023-12-20,453.0,12,51,4,0,421.1,274.8,279.6,False,False,1,104.0,Wednesday,December,51,0,5,380.0,349.0,143.0
2023-12-21,691.0,12,51,4,0,415.9,288.1,260.22,False,False,1,416.0,Thursday,December,51,0,4,453.0,275.0,348.0
2023-12-22,1105.0,12,51,4,0,440.6,308.53333333333336,269.26,False,False,1,389.0,Friday,December,51,0,3,691.0,716.0,494.0
2023-12-23,975.0,12,51,4,1,514.1,340.96666666666664,287.48,False,False,1,483.0,Saturday,December,51,0,2,1105.0,492.0,420.0
2023-12-24,681.0,12,51,4,1,576.7,373.46666666666664,303.5,False,False,1,271.0,Sunday,December,51,0,1,975.0,410.0,505.0
2023-12-25,0.0,12,52,4,0,617.3,379.5,310.34,True,False,0,-270.0,Monday,December,52,1,0,681.0,270.0,444.0
2023-12-26,382.0,12,52,4,0,545.7,367.6666666666667,304.82,False,False,1,2.0,Tuesday,December,52,0,6,0.0,380.0,370.0
2023-12-27,232.0,12,52,4,0,534.7,376.3,310.3,False,False,1,-221.0,Wednesday,December,52,0,5,382.0,453.0,349.0
2023-12-28,30.0,12,52,4,0,516.9,376.7,310.34,False,False,1,-661.0,Thursday,December,52,0,4,232.0,691.0,275.0
2023-12-29,351.0,12,52,4,0,492.9,374.5,303.14,False,False,1,-754.0,Friday,December,52,0,3,30.0,1105.0,716.0
2023-12-30,404.0,12,52,4,1,490.0,386.2,307.96,False,False,1,-571.0,Saturday,December,52,0,2,351.0,975.0,492.0
2024-01-01,207.0,1,1,1,0,485.1,391.0,313.58,False,False,1,-474.0,Monday,January,1,1,0,404.0,681.0,410.0
2024-01-01,42.0,1,1,1,0,436.7,392.5,313.02,False,False,1,42.0,Monday,January,1,1,0,207.0,0.0,270.0
2024-01-02,208.0,1,1,1,0,330.4,385.73333333333335,312.16,False,False,1,-174.0,Tuesday,January,1,0,13,42.0,382.0,380.0
2024-01-02,405.0,1,1,1,0,253.7,387.0,310.92,False,False,1,173.0,Tuesday,January,1,0,13,208.0,232.0,453.0
2024-01-03,60.0,1,1,1,0,226.1,399.1333333333333,312.7,False,False,1,30.0,Wednesday,January,1,0,12,405.0,30.0,691.0
2024-01-03,295.0,1,1,1,0,232.1,394.73333333333335,312.76,False,False,1,-56.0,Wednesday,January,1,0,12,60.0,351.0,1105.0
2024-01-04,125.0,1,1,1,0,223.4,399.8,317.62,False,False,1,-279.0,Thursday,January,1,0,11,295.0,404.0,975.0
2024-01-04,240.0,1,1,1,0,212.7,392.3666666666667,307.68,False,False,1,33.0,Thursday,January,1,0,11,125.0,207.0,681.0
2024-01-05,120.0,1,1,1,0,233.7,383.9,308.06,False,False,1,78.0,Friday,January,1,0,10,240.0,42.0,0.0
